Category,Scope of Work,Checklist,Sector
Pre-Award,26 00 00 Electrical,"Refer to General Scope Considerations: All CSI Divisions, Page III-1, Section A.",General
Pre-Award,26 00 00 Electrical,Refer to related Project Specifications Section and Ryan Subcontractor Agreement.,General
Pre-Award,26 00 00 Electrical,Some or all of the items on this checklist should be incorporated into Exhibit A of the Subcontract.,General
Pre-Award,26 00 00 Electrical,"Subcontractor’s responsibility to supply adequate wiring for motor sizes shown on mechanical drawings, and not rely solely on sizes indicated on electrical drawings.",General
Pre-Award,26 00 00 Electrical,Temporary lighting.,General
Pre-Award,26 00 00 Electrical,Unit pricing.,General
Pre-Bid,02 40 00 Demolition,"Prevent movement, settlement, or collapse of adjacent services, sidewalks, driveways, and trees. Assume liability for such movement, settlement, or collapse.",General
Pre-Bid,02 40 00 Demolition,Promptly repair damages caused to adjacent facilities or services by demolition operations at no cost to Owner or adjacent property owner(s).,General
Pre-Bid,03 30 00 Cast In Place Concrete,Are winter conditions included? - If applicable,General
Pre-Bid,03 30 00 Cast In Place Concrete,Confirm concrete thicknesses and rebar requirements,General
Pre-Bid,03 30 00 Cast In Place Concrete,Degree of floor finish required.,General
Pre-Bid,03 30 00 Cast In Place Concrete,"Heat and cover included? If not, temporary requirement included?",General
Pre-Bid,03 30 00 Cast In Place Concrete,House keeping pads (allowance),General
Pre-Bid,03 30 00 Cast In Place Concrete,"If project has architectural concrete, request previous experience. Is mock-up required?",General
Pre-Bid,03 30 00 Cast In Place Concrete,Install / fill / grind bollards,General
Pre-Bid,03 30 00 Cast In Place Concrete,"Installation of misc. metals and embeded items (angles, trench drains, spools) supplied by others",General
Pre-Bid,03 30 00 Cast In Place Concrete,"Laser screed or vibratory screed used? If cold storage project, mudslab requires boom place or power buggy on runways, in lieu of laser screed.",General
Pre-Bid,03 30 00 Cast In Place Concrete,Layout.,General
Pre-Bid,03 30 00 Cast In Place Concrete,Onsite mix plant (if required) laydown area,General
Pre-Bid,03 30 00 Cast In Place Concrete,Provide concrete locker bases under lockers if applicable,General
Pre-Bid,03 30 00 Cast In Place Concrete,Sleeves for mechanical trades – inset for hung ceilings.,General
Pre-Bid,03 30 00 Cast In Place Concrete,Stair pans infills,General
Pre-Bid,03 30 00 Cast In Place Concrete,Stone pads (at SOG) at paving (varies regionally),General
Pre-Bid,03 30 00 Cast In Place Concrete,Sub bid to include grouting column bases with one time clean-out in their price (see 03 10 00).,General
Pre-Bid,03 30 00 Cast In Place Concrete,Sump / elevator / ejector pits,General
Pre-Bid,03 30 00 Cast In Place Concrete,Transformer pad / generator pad / switchgear pad / fire pump pad / guardshack pad / gate pads / stair pads / door stoops,General
Pre-Bid,03 30 00 Cast In Place Concrete,Waterproofing at elevator pits (if applicable and if not done by waterproofer).,General
Pre-Bid,03 30 00 Cast In Place Concrete,Who cleans up form leakage concrete?,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Block and brick clean up.,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Block and brick sealers.,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Bond beams,General
Pre-Bid,04 22 00 Concrete Unit Masonry,CMU Prism Test.,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Confirm CMU width,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Confirm wall heights,General
Pre-Bid,04 22 00 Concrete Unit Masonry,"Does subcontractor include hoisting, scaffolds, and planking?",General
Pre-Bid,04 22 00 Concrete Unit Masonry,Engineering Required?,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Flashing (material & labor).,General
Pre-Bid,04 22 00 Concrete Unit Masonry,"Grouted cores every X blocks, or other grouting solid requirements",General
Pre-Bid,04 22 00 Concrete Unit Masonry,In accordance with ACI Specifications?,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Is reinforcing specified? Galvanized or plain?,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Layout,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Patching after mechanical work.,General
Pre-Bid,04 22 00 Concrete Unit Masonry,"Pre-cast window sills and headers, if applicable.",General
Pre-Bid,04 22 00 Concrete Unit Masonry,Prior approval and consistent use of additives.,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Protection of all material during construction to prevent water from filling block cavity.,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Protection of finish work.,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Provide sample and mock up/leave on site until done.,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Required special shapes located on the job.,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Scope of testing and inspection. Tolerances of finished product.,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Set hollow metal jambs in masonry walls.,General
Pre-Bid,04 22 00 Concrete Unit Masonry,Subcontractor to be responsible for protection of WIP and final product.,General
Pre-Bid,04 22 00 Concrete Unit Masonry,"Waterproofing / damp-proofing requirements – above grade, below grade.",General
Pre-Bid,04 40 00 Stone,Cleaning down and pointing.,General
Pre-Bid,04 40 00 Stone,Handling equipment.,General
Pre-Bid,05 10 00 Structural Steel,Any galvanized structural steel required / included?,General
Pre-Bid,05 10 00 Structural Steel,Are all roof frames included?,General
Pre-Bid,05 10 00 Structural Steel,Confirm all other metal finishes,General
Pre-Bid,05 10 00 Structural Steel,Confirm decking gauge and finishes,General
Pre-Bid,05 10 00 Structural Steel,Coordination with testing agency.,General
Pre-Bid,05 10 00 Structural Steel,Crane pad required?  Provided / removed by?,General
Pre-Bid,05 10 00 Structural Steel,Cutting of holes for other trades and reinforcing of holes where necessary.,General
Pre-Bid,05 10 00 Structural Steel,Delegated Design fees,General
Pre-Bid,05 10 00 Structural Steel,Delivery Date,General
Pre-Bid,05 10 00 Structural Steel,"Do structural drawings provide for support of deck, parapet and end walls and cover plates on grinders? If not, are they needed?",General
Pre-Bid,05 10 00 Structural Steel,"Does price include field, mill and shop testing if specified?",General
Pre-Bid,05 10 00 Structural Steel,"Elevator Hoist beam, support beams for operable partitions, support beams for ceiling hung toilet partitions",General
Pre-Bid,05 10 00 Structural Steel,Erecting duration,General
Pre-Bid,05 10 00 Structural Steel,Erecting Included,General
Pre-Bid,05 10 00 Structural Steel,How long can price be held?,General
Pre-Bid,05 10 00 Structural Steel,"If exposed steel - Quality of prime paint, how many coats? Length of time exposed to weather.",General
Pre-Bid,05 10 00 Structural Steel,"If no specifications, workmanship is to be in accordance with A.I.S.C.—tolerances as required by attached materials.",General
Pre-Bid,05 10 00 Structural Steel,Include tube steel where required (i.e. in drywall walls that do not go to deck),General
Pre-Bid,05 10 00 Structural Steel,Interior and extreior stairs / handrails,General
Pre-Bid,05 10 00 Structural Steel,Joist reinforcing included,General
Pre-Bid,05 10 00 Structural Steel,"Lead times for Structural Steel, decking , joists, etc.",General
Pre-Bid,05 10 00 Structural Steel,Omit shop coat if using fire proofing (potential savings out of purchase price).,General
Pre-Bid,05 10 00 Structural Steel,"Paint finish on exposed columns. If not, include with Painter.",General
Pre-Bid,05 10 00 Structural Steel,"Paint, touch-up and bottom?",General
Pre-Bid,05 10 00 Structural Steel,Shop drawing time,General
Pre-Bid,05 10 00 Structural Steel,Shoring if needed while connecting,General
Pre-Bid,05 10 00 Structural Steel,"Unloading, F.O.B. and cleaning upon delivery.",General
Pre-Bid,05 10 00 Structural Steel,What type of crane will they use? How much of an opening to leave for access?,General
Pre-Bid,05 50 00 Metal Fabrication,"All angles, plates and misc steel required for install are included?",General
Pre-Bid,05 50 00 Metal Fabrication,All connections required to erect steel – 100%.,General
Pre-Bid,05 50 00 Metal Fabrication,Certified welders.,General
Pre-Bid,05 50 00 Metal Fabrication,"Exposed structural steel – free from defects, runs, etc. Sub to repair defects if any.",General
Pre-Bid,05 50 00 Metal Fabrication,Field measure handrails as required.,General
Pre-Bid,05 50 00 Metal Fabrication,"Field measurement sub? If not, by whom?",General
Pre-Bid,06 10 00 Rough Carpentry,"Engineers’ inspection, if required.",General
Pre-Bid,06 10 00 Rough Carpentry,Glu-lam and truss calculations and certifications. If applicable.,General
Pre-Bid,06 10 00 Rough Carpentry,Scaffold.,General
Pre-Bid,06 10 00 Rough Carpentry,Verification of material being used is correct in accordance with contract documents.,General
Pre-Bid,06 20 00 Carpentry and Millwork,"Base cabs, wall cabs, Plam counters, solid surface counters, granite counters, microwave shelves, shelving units, window sills (including at transaction windows), vanity tops, cabinets / plam below vanity tops",General
Pre-Bid,06 20 00 Carpentry and Millwork,Cabinet locks/keys to be provided per Ryan PM / Sup direction (i.e. labeled sets? Or taped into cabinets?),General
Pre-Bid,06 20 00 Carpentry and Millwork,Caulking 100%.,General
Pre-Bid,06 20 00 Carpentry and Millwork,Closet shelves and closet rods,General
Pre-Bid,06 20 00 Carpentry and Millwork,"Counter back splashes, side splashes, aprons, etc.",General
Pre-Bid,06 20 00 Carpentry and Millwork,Cut holes in counter tops (could require addtl mobilization).,General
Pre-Bid,06 20 00 Carpentry and Millwork,Field measurements by vendor.,General
Pre-Bid,06 20 00 Carpentry and Millwork,FRP installation (could be by drywall sub),General
Pre-Bid,06 20 00 Carpentry and Millwork,"Furnish and install counter supports, if required",General
Pre-Bid,06 20 00 Carpentry and Millwork,"Install all access panels doors, etc.",General
Pre-Bid,06 20 00 Carpentry and Millwork,Installation included?,General
Pre-Bid,06 20 00 Carpentry and Millwork,Quality of shop finish – vendor’s standard or as per specs.,General
Pre-Bid,06 20 00 Carpentry and Millwork,Reception desks (fully assembled),General
Pre-Bid,06 20 00 Carpentry and Millwork,Wood base,General
Pre-Bid,06 40 00 Architectural Woodwork,"Details per drawings. Make sure to have all details from Architect, such as bent or butt corners for laminate.",General
Pre-Bid,06 40 00 Architectural Woodwork,Field measurements by sub.,General
Pre-Bid,06 40 00 Architectural Woodwork,"Is the bid “turn key” or are there specific exclusions, i.e. no countertops, or scribes, or no insulation.",General
Pre-Bid,07 10 00 Dampproofing & Waterproofing,Elevator pit waterproofing.,General
Pre-Bid,07 10 00 Dampproofing & Waterproofing,Envelope protected where penetrated by other trades.,General
Pre-Bid,07 10 00 Dampproofing & Waterproofing,Insulation and work area protected from moisture.,General
Pre-Bid,07 10 00 Dampproofing & Waterproofing,Labels and products in conformance with specifications.,General
Pre-Bid,07 24 00 EIFS,Certified Applicators?,General
Pre-Bid,07 24 00 EIFS,"Confirm delineation of different layers, be certain different subs are in alignment as to who provides each layer",General
Pre-Bid,07 24 00 EIFS,Verify product life / warranty,General
Pre-Bid,07 50 00 Roofing System,Boots included for pipe vents / roof hydrants?  Confirm quantity,General
Pre-Bid,07 50 00 Roofing System,Canopies / Canopy membrane/roofing included?,General
Pre-Bid,07 50 00 Roofing System,"Confirm membrane as mechanically fastened, fully adhered, or induction welded (rhino-bond)",General
Pre-Bid,07 50 00 Roofing System,"Confirm membrane type, thickness, type between specs and bidder",General
Pre-Bid,07 50 00 Roofing System,Confirm overall roof SF with bidder,General
Pre-Bid,07 50 00 Roofing System,Deck board required / included?,General
Pre-Bid,07 50 00 Roofing System,Expansion joint included (usually needed if roof is longer than 650'),General
Pre-Bid,07 50 00 Roofing System,Flashing and sealing around all roof penetrations.,General
Pre-Bid,07 50 00 Roofing System,"Flashing at Roof hatch, roof frames, vents, etc. included (confirm approx lf)",General
Pre-Bid,07 50 00 Roofing System,Hoisting included?,General
Pre-Bid,07 50 00 Roofing System,"If existing roof, who holds the warranty?",General
Pre-Bid,07 50 00 Roofing System,"Inspection by manufacturer required, included?",General
Pre-Bid,07 50 00 Roofing System,Manufacturer of Roofing (confirm allowable manufacturers),General
Pre-Bid,07 50 00 Roofing System,"Manufacturer's warranty, membrane warranty, Contractor's warranty",General
Pre-Bid,07 50 00 Roofing System,Perimeter foaming included?,General
Pre-Bid,07 50 00 Roofing System,Roof blocking included?  Or to be by Drywall / carpentry sub?,General
Pre-Bid,07 50 00 Roofing System,Roof drains (if exterior) included?  Scuppers? Gutters?,General
Pre-Bid,07 50 00 Roofing System,Roof hatch included?  (Size?) - more than 1?,General
Pre-Bid,07 50 00 Roofing System,"Roof insulation tapered or flat (if flat, confirm that roof sloping for drainage is provided by steel)",General
Pre-Bid,07 50 00 Roofing System,Sheet metal included?  Confirm gauge - Kynar finish?,General
Pre-Bid,07 50 00 Roofing System,Tapered insulation included at roof drains (crickets),General
Pre-Bid,07 50 00 Roofing System,Temp stairs provided by this sub?  For just their work or for entire construction duration?,General
Pre-Bid,07 50 00 Roofing System,Temporary protection of roof during construction,General
Pre-Bid,07 50 00 Roofing System,Vapor barrier required / included?  Confirm thickness,General
Pre-Bid,07 50 00 Roofing System,Walk pads included?  What SF or LF provided?  Confirm this quantity,General
Pre-Bid,07 50 00 Roofing System,Warranty life?,General
Pre-Bid,07 50 00 Roofing System,What R-value? Confirm 2-layers with staggered seams,General
Pre-Bid,07 90 00 Joint Sealers,All exterior penetrations to be included.,General
Pre-Bid,07 90 00 Joint Sealers,Caulk at millwork / counters if not by millwork sub,General
Pre-Bid,07 90 00 Joint Sealers,Caulk interior / exterior of glass and glazing (if not by glass/glasing sub),General
Pre-Bid,07 90 00 Joint Sealers,"Caulking at louvers, pre-cast panels, all exterior caulking.",General
Pre-Bid,07 90 00 Joint Sealers,Caulking at pre-cast panels.,General
Pre-Bid,07 90 00 Joint Sealers,Clean-up.,General
Pre-Bid,07 90 00 Joint Sealers,Does subcontractor include protection specified for work below grades?,General
Pre-Bid,07 90 00 Joint Sealers,"Exterior caulk of joints or joining materials 100%, including joint prep (EIFS, louvers, storefronts, etc.).",General
Pre-Bid,07 90 00 Joint Sealers,Hoisting/lifts/scaffolding (work with EIFS/Masonry subcontractor),General
Pre-Bid,07 90 00 Joint Sealers,Non-staining primer for stone caulking. If applicable,General
Pre-Bid,07 90 00 Joint Sealers,Protection of joints before and after caulking – who removes protection?,General
Pre-Bid,07 90 00 Joint Sealers,Type and manufacturer of material. Named in specs? Compatible with fillers and other materials?,General
Pre-Bid,07 90 00 Joint Sealers,Warranty – by manufacturer?,General
Pre-Bid,07 90 00 Joint Sealers,Waterproof joints at showers.,General
Pre-Bid,08 11 00 Steel Doors and Frames,Confirm door lite kits,General
Pre-Bid,08 11 00 Steel Doors and Frames,Confirm hardware manufacturer(s) is (are) correct,General
Pre-Bid,08 11 00 Steel Doors and Frames,Doors and frames properly tagged for installation.,General
Pre-Bid,08 11 00 Steel Doors and Frames,Electric control requirements? Verify with electrician.,General
Pre-Bid,08 11 00 Steel Doors and Frames,Field protection on baked enamel finish of hollow metal doors.,General
Pre-Bid,08 11 00 Steel Doors and Frames,Frames to be prepared on site to accommodate weather stripping screws prior to installation.,General
Pre-Bid,08 11 00 Steel Doors and Frames,Furnish HM borrowed lite frames,General
Pre-Bid,08 11 00 Steel Doors and Frames,Have sub accept and unload.,General
Pre-Bid,08 11 00 Steel Doors and Frames,Make sure sub has shops for security and controlled access so door and frames come prepped properly.,General
Pre-Bid,08 11 00 Steel Doors and Frames,Subs must use 16 gauge materials unless specific gauges are specified by Owner or Specs.,General
Pre-Bid,08 11 00 Steel Doors and Frames,Verify method of paint application is per specs – air dry or baked on? If latter does hollow metal manufacturer have own ovens?,General
Pre-Bid,08 11 00 Steel Doors and Frames,"Who is doing keying? (Owner, door installer, or door supplier?)",General
Pre-Bid,08 11 00 Steel Doors and Frames,Who is installing frames in Masonry walls?  Drywall walls?,General
Pre-Bid,08 11 00 Steel Doors and Frames,"Who is providing hardware for aluminum doors (usually best by Aluminum sub but should be coordinated with HM sub for compatibility in appearance, etc.",General
Pre-Bid,08 11 00 Steel Doors and Frames,Who is providing installation (some door suppliers also install),General
Pre-Bid,08 14 00 Wood Doors and Frames,Confirm door lite kits,General
Pre-Bid,08 14 00 Wood Doors and Frames,"Confirm hollow core, flush, solid, etc.",General
Pre-Bid,08 14 00 Wood Doors and Frames,"Lead time, specified hardware, fire rating, defect guarantee, lead time for change orders?",General
Pre-Bid,08 14 00 Wood Doors and Frames,Provide protection.,General
Pre-Bid,08 14 00 Wood Doors and Frames,Sub to address on-site storage prior to installation and conditions regarding handling for finished application.,General
Pre-Bid,08 14 00 Wood Doors and Frames,Weather-stripping requirements included.,General
Pre-Bid,08 36 00 Sectional Overhead Doors,"“Turnkey” install? Verify any specific exclusions, i.e. electrical components such as alarms, lights, safety triggers.",General
Pre-Bid,08 36 00 Sectional Overhead Doors,Confirm door sizes and kits,General
Pre-Bid,08 36 00 Sectional Overhead Doors,"Confirm Track size (3""?)",General
Pre-Bid,08 36 00 Sectional Overhead Doors,Door lites?,General
Pre-Bid,08 36 00 Sectional Overhead Doors,What gauge skin?,General
Pre-Bid,08 36 00 Sectional Overhead Doors,What type insulation?,General
Pre-Bid,08 71 00 Finish Door Hardware,Confirm Manufacturer per the approved list,General
Pre-Bid,08 71 00 Finish Door Hardware,Electronic door hardware included? Coordinate requirements with electrician.,General
Pre-Bid,08 71 00 Finish Door Hardware,Lead time.,General
Pre-Bid,08 71 00 Finish Door Hardware,Storefront hardware – coordinate with?,General
Pre-Bid,08 71 00 Finish Door Hardware,"Thresholds, weather-stripping.",General
Pre-Bid,08 71 00 Finish Door Hardware,Who is F&I Aluminum door hardware?  (best if by Alum sub),General
Pre-Bid,08 71 00 Finish Door Hardware,Who is F&I interior wire mesh / chain link gate hardware (often by the hardware sub),General
Pre-Bid,08 81 00 Glass and Glazing,Caulking / sealants – 100% (exterior only).,General
Pre-Bid,08 81 00 Glass and Glazing,Cleaning and polishing.,General
Pre-Bid,08 81 00 Glass and Glazing,Cut-outs for magnetic locks & card readers.,General
Pre-Bid,08 81 00 Glass and Glazing,Exterior water test. Who performs? Who pays?,General
Pre-Bid,08 81 00 Glass and Glazing,Field verify all dimensions.,General
Pre-Bid,08 81 00 Glass and Glazing,Flashing/shims.,General
Pre-Bid,08 81 00 Glass and Glazing,Guarantees against leakage.,General
Pre-Bid,08 81 00 Glass and Glazing,Hardware (L&M) – coordinate with finish hardware suppliers.,General
Pre-Bid,08 81 00 Glass and Glazing,Make sure rough carpentry for their systems are included by another sub or self perform.,General
Pre-Bid,08 81 00 Glass and Glazing,Manufacturer’s standard details allowable.,General
Pre-Bid,08 81 00 Glass and Glazing,"Mirrors? May not be able to install all at one time, verify multiple trips are included.",General
Pre-Bid,08 81 00 Glass and Glazing,Protection of mullions and sills from damage by other trades.,General
Pre-Bid,08 81 00 Glass and Glazing,Protection.,General
Pre-Bid,08 81 00 Glass and Glazing,Shower doors?,General
Pre-Bid,08 81 00 Glass and Glazing,"Stiffening of light gauge metal jambs and Soffits, i.e. steel reinforcing member. If not by glazer, by whom?",General
Pre-Bid,08 81 00 Glass and Glazing,Unit prices for replacement of breakage.,General
Pre-Bid,08 81 00 Glass and Glazing,Window operators. If applicable.,General
Pre-Bid,"084000 Alum Doors,Frames & Windows","Caulking requirements. Included by sub, if not verify with joint sealer.",General
Pre-Bid,"084000 Alum Doors,Frames & Windows",Confirm butt joint glazing is provided where required,General
Pre-Bid,"084000 Alum Doors,Frames & Windows","Confirm Clerestory window sizes, counts, etc.",General
Pre-Bid,"084000 Alum Doors,Frames & Windows","Confirm glass types (spandrel, tinted, low-e, Kynar, laminated, tempered, insulated, bird glass, etc.",General
Pre-Bid,"084000 Alum Doors,Frames & Windows",Confirm lead times,General
Pre-Bid,"084000 Alum Doors,Frames & Windows",Confirm Manufacturer is per project specs,General
Pre-Bid,"084000 Alum Doors,Frames & Windows",Confirm thermally broken is provided where required,General
Pre-Bid,"084000 Alum Doors,Frames & Windows",Electric or pneumatic requirements.,General
Pre-Bid,"084000 Alum Doors,Frames & Windows",F&I window films if required,General
Pre-Bid,"084000 Alum Doors,Frames & Windows",Field Measure by sub.,General
Pre-Bid,"084000 Alum Doors,Frames & Windows","Furnish and install transaction windows and frames - confirm counts, sizes, pass through tray, etc.",General
Pre-Bid,"084000 Alum Doors,Frames & Windows","Glass in HM / Wood doors, frames, borrowed lites is to be furnished and installed by this sub.  Lite kits to be supplied by door / frame sub",General
Pre-Bid,"084000 Alum Doors,Frames & Windows","Glass walls, sliding / swinging glass doors, etc.",General
Pre-Bid,"084000 Alum Doors,Frames & Windows",Glazing systems included or excluded? If excluded verify that glazier has them.,General
Pre-Bid,"084000 Alum Doors,Frames & Windows",Profiles as indicated on drawings.,General
Pre-Bid,"084000 Alum Doors,Frames & Windows",rm Door hardware furnished and installed by this sub or by HM subs,General
Pre-Bid,"084000 Alum Doors,Frames & Windows",Special Hardware (pivot sets).,General
Pre-Bid,"084000 Alum Doors,Frames & Windows",Sub must provide for handling of all glass.,General
Pre-Bid,09 29 00 Gypsum Board,"Cement board behind all tile, greenboard in bathrooms",General
Pre-Bid,09 29 00 Gypsum Board,Confirm blocking in walls,General
Pre-Bid,09 29 00 Gypsum Board,Confirm insulation in walls and ceilings,General
Pre-Bid,09 29 00 Gypsum Board,"Confirm misc. installs (D/F/H, lockers, Div 10 items, millwork, etc.)",General
Pre-Bid,09 29 00 Gypsum Board,Confirm plywood lids and supports at remote offices/toilet rooms where walls don't go to deck in warehouse area.,General
Pre-Bid,09 29 00 Gypsum Board,"Confirm required finishes, level 4, level 5, ""orange peel"", etc.",General
Pre-Bid,09 29 00 Gypsum Board,"Confirm Rigid insulation (F&I) when required.  Check R-values, finishes, manufacturer, fastener types",General
Pre-Bid,09 29 00 Gypsum Board,"Confirm supports for drywall ceilings (suspended?  C-channels, light gauge trusses?)",General
Pre-Bid,09 29 00 Gypsum Board,"Daily clean-up, including taping mud on door frames and windows.",General
Pre-Bid,09 29 00 Gypsum Board,Fire wall assemblies.,General
Pre-Bid,09 29 00 Gypsum Board,Fire wrap steel columns.,General
Pre-Bid,09 29 00 Gypsum Board,"Furnishing and installing of treated wood blocking or other reinforcing required for handrails, toilet accessories, mirrors, etc.",General
Pre-Bid,09 29 00 Gypsum Board,Has fire taping above ceiling grid been included?,General
Pre-Bid,09 29 00 Gypsum Board,Insulation – sound blankets – attic – between floors and etc.,General
Pre-Bid,09 29 00 Gypsum Board,Insulation at hollow metal frames.,General
Pre-Bid,09 29 00 Gypsum Board,"Knee walls and kickers on roof, roof blocking if not by roofer",General
Pre-Bid,09 29 00 Gypsum Board,Metal stud assemblies at site-built canopies (confirm all layers and which subs install which items),General
Pre-Bid,09 29 00 Gypsum Board,Plywood sheathing at MDF room walls,General
Pre-Bid,09 29 00 Gypsum Board,Proper gauge materials.,General
Pre-Bid,09 29 00 Gypsum Board,Protection of other finishes.,General
Pre-Bid,09 29 00 Gypsum Board,"Review special details that go with soundproof construction; caulking treatment of wall penetrations such as electrical outlets, air ducts, pipes, etc.: also what it required above the ceiling.",General
Pre-Bid,09 29 00 Gypsum Board,Stenciling of wall rating (if required by code).,General
Pre-Bid,09 29 00 Gypsum Board,Visqueen at pool areas (plastic accessories). If applicable,General
Pre-Bid,09 29 00 Gypsum Board,Who is responsible for layout?,General
Pre-Bid,09 30 00 Tile and Stone Tile,Attic stock as per contract documents.,General
Pre-Bid,09 30 00 Tile and Stone Tile,Availability of product specified.,General
Pre-Bid,09 30 00 Tile and Stone Tile,Confirm tile and grout are per specifications,General
Pre-Bid,09 30 00 Tile and Stone Tile,Floor slope to floor drains.,General
Pre-Bid,09 30 00 Tile and Stone Tile,"Minor floor prep and wall prep – paint removal, grinding, etc.",General
Pre-Bid,09 30 00 Tile and Stone Tile,Protection of finished work.,General
Pre-Bid,09 30 00 Tile and Stone Tile,"Provide all ceramic / porcelain wall tile, floor tile, base tile, and schluter strips",General
Pre-Bid,09 30 00 Tile and Stone Tile,Provide moisture mitigation / crack isolation membrane allowance,General
Pre-Bid,09 30 00 Tile and Stone Tile,Type and installation method of underlayment approved by Manufacturer.,General
Pre-Bid,09 51 00 Acoustical Ceilings,Attic stock.,General
Pre-Bid,09 51 00 Acoustical Ceilings,"Confirm other ceiling types (acoustic clouds, wood / spline ceilings to be by this sub?)",General
Pre-Bid,09 51 00 Acoustical Ceilings,Confirm tile model/manufacturer with specs,General
Pre-Bid,09 51 00 Acoustical Ceilings,Confirm vinyl coating act in toilet rooms,General
Pre-Bid,09 51 00 Acoustical Ceilings,Cut tile for sprinkler penetration.,General
Pre-Bid,09 51 00 Acoustical Ceilings,Insulation above ceilings?,General
Pre-Bid,09 51 00 Acoustical Ceilings,Meet building codes? Fire rating required? System as a whole? Test results available?,General
Pre-Bid,09 51 00 Acoustical Ceilings,Note ceiling heights (in warehouses) and confirm accoustic ceiling sub has appropriate wire lengths,General
Pre-Bid,09 51 00 Acoustical Ceilings,"Provide frame and support (if needed) for flush lighting fixtures, registers, sprinklers, smoke detectors, exit lights, access panels, etc. Review mechanical and electrical drawings for extent?",General
Pre-Bid,09 51 00 Acoustical Ceilings,"Samples of all materials, accessories and adhesive to be approved by architect.",General
Pre-Bid,09 51 00 Acoustical Ceilings,Seismic or acoustic isolation hangers. If applicable.,General
Pre-Bid,09 65 00 Resilient Flooring,Attic stock.,General
Pre-Bid,09 65 00 Resilient Flooring,Availability of material.,General
Pre-Bid,09 65 00 Resilient Flooring,Confirm manufacturers,General
Pre-Bid,09 65 00 Resilient Flooring,"Confirm quantities of each material (SDT, LVT, etc.)",General
Pre-Bid,09 65 00 Resilient Flooring,Metal edge strips where type of flooring changes.,General
Pre-Bid,09 65 00 Resilient Flooring,Minor floor preparation.,General
Pre-Bid,09 65 00 Resilient Flooring,Moisture testing of slab prior to installation,General
Pre-Bid,09 65 00 Resilient Flooring,Name of manufacturer – guarantee by manufacturer.,General
Pre-Bid,09 65 00 Resilient Flooring,"Provide LVT, VCT, SDT, Carpet, and other flooring types",General
Pre-Bid,09 65 00 Resilient Flooring,Provide transition strips,General
Pre-Bid,09 65 00 Resilient Flooring,"Provide vinyl and rubber base (confirm which, check size/profile)",General
Pre-Bid,09 65 00 Resilient Flooring,Receive/store and deliver owner furnished carpet to the jobsite as needed. If applicable.,General
Pre-Bid,09 65 00 Resilient Flooring,Samples.,General
Pre-Bid,09 68 00 Carpet,Attic stock.,General
Pre-Bid,09 68 00 Carpet,Availability of material.,General
Pre-Bid,09 68 00 Carpet,Metal edge strips where type of flooring changes.,General
Pre-Bid,09 68 00 Carpet,Minor floor preparation.,General
Pre-Bid,09 68 00 Carpet,Moisture testing of slab prior to installation,General
Pre-Bid,09 68 00 Carpet,Name of manufacturer – guarantee by manufacturer.,General
Pre-Bid,09 68 00 Carpet,Receive/store and deliver owner furnished carpet to the jobsite as needed. If applicable.,General
Pre-Bid,09 68 00 Carpet,Samples.,General
Pre-Bid,"09 90 00 Paints, Stains & Coatings",Brand names of materials as per specification?,General
Pre-Bid,"09 90 00 Paints, Stains & Coatings",Clean-up after paining.,General
Pre-Bid,"09 90 00 Paints, Stains & Coatings",Confirm coats of paint to be applied.,General
Pre-Bid,"09 90 00 Paints, Stains & Coatings",Confirm product and manufacturer for all paint types.,General
Pre-Bid,"09 90 00 Paints, Stains & Coatings",Epoxy wall paint,General
Pre-Bid,"09 90 00 Paints, Stains & Coatings",HM doors and frames (count),General
Pre-Bid,"09 90 00 Paints, Stains & Coatings",List and confirm misc. metals and quantities to be painted,General
Pre-Bid,"09 90 00 Paints, Stains & Coatings","Paint all exposed steel, ducts, piping, electrical items, etc. (interior & exterior)",General
Pre-Bid,"09 90 00 Paints, Stains & Coatings","Painter to walk project with PM / Sup prior to commencing, noting any wall imperfections to be repaired by others.  Once painting has commenced the painter assumes responsibility for the walls",General
Pre-Bid,"09 90 00 Paints, Stains & Coatings",Protect concrete floors / overspray.,General
Pre-Bid,"09 90 00 Paints, Stains & Coatings","Structural steel – touch-up abraded spots and field connection, including bolts, rivets and welding plus one (1) complete field coat. Accept primer as is? How long will primer be exposed to weather?",General
Pre-Bid,"09 90 00 Paints, Stains & Coatings",Touch-up paint allowance,General
Pre-Bid,"09 90 00 Paints, Stains & Coatings",Touch-up underside of metal deck.,General
